LATITUDE,LONGITUDE,day_of_week,hour,cluster
-3.7757512535950815,-38.57806231724777,2,14,2
-3.829331560691674,-38.51354411858172,2,16,4
-3.753434874159936,-38.541480551609226,1,22,0
-3.786128612234287,-38.62845733174392,3,8,1
-3.7542996714516033,-38.52096804527195,5,8,5
-3.813022117527151,-38.5980826024293,4,11,2
-3.716159998200583,-38.56991351991904,2,11,0
-3.80741894543805,-38.570129168184906,4,5,2
-3.763989263919802,-38.54247478553327,4,11,5
-3.722206763857006,-38.59150004252723,6,8,0
-3.74161456982166,-38.65330447895858,0,14,1
-3.879150798170381,-38.603588968974414,4,15,3
-3.8209809870085634,-38.49299346159448,4,20,4
-3.7148559032105233,-38.5466458332188,5,7,0
-3.783141182199461,-38.56801963812296,5,20,2
-3.847026680646013,-38.52314076972072,3,8,4
-3.725468723935506,-38.56860675300912,2,7,0
-3.8218750437459432,-38.4716746816242,2,10,4
-3.7947825495563774,-38.474938519069696,0,16,4
-3.7571960417628976,-38.54489175291205,2,11,0
-3.723051176856329,-38.46720232531947,3,9,5
-3.882615058370406,-38.61120879291976,3,9,3
-3.882615058370406,-38.61120879291976,0,15,3
-3.7714927221471513,-38.55378367169543,1,1,2
-3.778661176448611,-38.62022998123604,5,19,1
-3.854717196127164,-38.63067987550307,2,14,3
-3.836151796335752,-38.5275008157932,3,13,4
-3.763766183090188,-38.60426137441793,5,10,1
-3.882072404462508,-38.6259095904448,1,19,3
-3.861712518410469,-38.58127488778336,4,8,3
-3.83494226739179,-38.49506570140205,1,7,4
-3.83494226739179,-38.49506570140205,1,9,4
-3.834701560993859,-38.522589826993766,4,13,4
-3.784638858353563,-38.45757365382632,5,8,5
-3.784638858353563,-38.45757365382632,0,15,5
-3.784638858353563,-38.45757365382632,2,16,5
-3.817670429004269,-38.57274172448512,3,12,2
-3.817916880990619,-38.570246865490056,3,4,2
-3.879336700842522,-38.60267923232578,5,9,3
-3.879336700842522,-38.60267923232578,5,13,3
-3.779252830716222,-38.59348169729445,4,9,2
-3.816779288670306,-38.59884649923127,0,8,2
-3.757584473168044,-38.53790483948913,6,7,5
-3.811186275580365,-38.59463408981917,3,7,2
-3.829542963435314,-38.50421358108409,3,7,4
-3.829542963435314,-38.50421358108409,1,14,4
-3.857151679800663,-38.49003981084152,0,10,4
-3.716481971899965,-38.46494658296487,4,15,5
-3.7158754931250617,-38.46520674554103,4,11,5
-3.71578410590056,-38.46524594808599,3,22,5
-3.71578410590056,-38.46524594808599,6,22,5
-3.715651179023,-38.4653029699532,0,14,5
-3.7154401509718378,-38.46494196290045,3,12,5
-3.71615858883381,-38.46463554279582,2,11,5
-3.798517975874114,-38.56456439409492,4,18,2
-3.813603205835132,-38.59824913771041,5,5,2
-3.85754663860594,-38.48965366029491,5,13,4
-3.7105978075107178,-38.467083921521606,2,12,5
-3.782564925473182,-38.54359927704289,1,16,2
-3.783656191439163,-38.543545851586536,3,10,2
-3.782551256185065,-38.54364220145774,2,16,2
-3.782976318102185,-38.54337501880157,5,8,2
-3.782414563177425,-38.54407144554503,0,18,2
-3.783381296314989,-38.54460332732808,0,19,2
-3.785531523341916,-38.58760980123309,3,17,2
-3.8750567147428754,-38.58965747082711,2,7,3
-3.873973357280716,-38.58978241083453,5,19,3
-3.873973357280716,-38.58978241083453,5,18,3
-3.873597923368024,-38.59012963813969,2,8,3
-3.8736975426252696,-38.58975525391436,4,8,3
-3.8736975426252696,-38.58975525391436,3,9,3
-3.8736975426252696,-38.58975525391436,4,16,3
-3.8736975426252696,-38.58975525391436,2,13,3
-3.8736975426252696,-38.58975525391436,3,7,3
-3.8736975426252696,-38.58975525391436,4,9,3
-3.876212635490606,-38.5938306558172,2,10,3
-3.875446397354127,-38.594292501851456,1,8,3
-3.8747514655967374,-38.58993911147352,2,7,3
-3.877057469006641,-38.59359895333816,1,13,3
-3.8758869922935824,-38.59344430604498,2,16,3
-3.8350495217503897,-38.52726620292785,3,12,4
-3.893850942081956,-38.60632818400971,0,10,3
-3.72058680281617,-38.47361546899649,2,15,5
-3.790159706723856,-38.5373542006333,2,11,2
-3.825001390090904,-38.5936341196723,2,14,2
-3.7229643895690905,-38.47699386592472,5,10,5
-3.857116964393116,-38.581347201623736,6,9,3
-3.8639612410997928,-38.581899616925824,1,9,3
-3.861024000365308,-38.58262338651568,4,13,3
-3.860867458294304,-38.58257873527216,0,9,3
-3.859513852468967,-38.58299462995822,4,15,3
-3.859513852468967,-38.58299462995822,2,9,3
-3.848843025345512,-38.52270086506426,3,7,4
-3.801538269788006,-38.48180770209795,2,10,4
-3.780892905956596,-38.51315720362597,1,18,5
-3.732418313134542,-38.58679271732941,3,7,0
-3.732418313134542,-38.58679271732941,3,11,0
-3.742720811744423,-38.49082069434915,3,8,5
-3.8513110822044734,-38.52217620080009,1,17,4
-3.89307166616432,-38.6058284772196,3,15,3
-3.89307166616432,-38.6058284772196,2,10,3
-3.89307166616432,-38.6058284772196,1,11,3
-3.89307166616432,-38.6058284772196,4,6,3
-3.865683422242449,-38.62217563335741,5,7,3
-3.740278149762839,-38.55075468826712,2,16,0
-3.783091108799456,-38.56737009743727,4,16,2
-3.712122335416263,-38.56040869846724,3,10,0
-3.778522387544816,-38.613799760662985,4,13,1
-3.731413468965232,-38.656300180515245,2,7,1
-3.841231384061724,-38.58716582434352,2,14,3
-3.7379411752747727,-38.48929848273088,1,10,5
-3.811897769810882,-38.4664646022323,0,8,4
-3.843755814391713,-38.52563274763217,2,14,4
-3.809912196795372,-38.46901229276923,4,10,4
-3.847266797342936,-38.526601671938565,3,13,4
-3.783164673130968,-38.58509665561501,3,12,2
-3.726784919571236,-38.5065600980768,3,11,5
-3.757335438393581,-38.594016024659865,0,10,1
-3.778057917604021,-38.60597669956,1,10,1
-3.737395460057372,-38.47738830362004,0,8,5
-3.770165046819877,-38.55433199743123,3,9,2
-3.7671382978831858,-38.6527611123707,5,14,1
-3.7671382978831858,-38.6527611123707,2,10,1
-3.749400796835912,-38.58895994748048,4,16,0
-3.7509780772797816,-38.60844486806433,4,17,1
-3.739579650575839,-38.58369133777426,0,11,0
-3.788049440369191,-38.4971091367682,4,8,5
-3.8009272044948457,-38.57917395286203,0,8,2
-3.800522479654417,-38.56195943398506,4,9,2
-3.7487591568900096,-38.56196509187015,0,10,0
-3.731711732426246,-38.5942301957388,6,20,0
-3.823567378242187,-38.62677912912068,0,19,3
-3.791132546933823,-38.57709070456163,3,17,2
-3.86652089759558,-38.49138377618721,1,8,4
-3.732327879953736,-38.58674309168941,2,21,0
-3.850102277592318,-38.64883672289445,1,8,3
-3.850102277592318,-38.64883672289445,1,14,3
-3.7355352395948698,-38.49518055738039,3,8,5
-3.737178049045448,-38.53170847184785,0,14,5
-3.730944048330047,-38.59034457813681,1,8,0
-3.774803278731262,-38.562909029873936,4,8,2
-3.7134986012405857,-38.46609530430407,4,17,5
-3.878676795394488,-38.59244766791261,3,9,3
-3.87626848731633,-38.59399207944924,3,11,3
-3.874737749695621,-38.593895093343946,2,15,3
-3.875425728921989,-38.59401826765743,2,8,3
-3.877523161751958,-38.59457842718388,0,10,3
-3.874722290466209,-38.59395623463164,0,10,3
-3.874722290466209,-38.59395623463164,0,10,3
-3.878108070369328,-38.59404692223917,2,8,3
-3.876515807966383,-38.59362404104922,2,9,3
-3.8751630486025,-38.59323393814664,0,8,3
-3.875294409819204,-38.59326782899478,5,8,3
-3.877372276003099,-38.59386186066444,1,18,3
-3.87816536063408,-38.59462292279096,5,9,3
-3.878185509236356,-38.59453511500279,5,11,3
-3.877513060917839,-38.59461302318754,0,13,3
-3.877513060917839,-38.59461302318754,1,9,3
-3.877513060917839,-38.59461302318754,4,10,3
-3.8773665986538193,-38.59511466516347,2,7,3
-3.87656248416705,-38.58941867759464,4,10,3
-3.878182003108891,-38.591941094184186,4,8,3
-3.878162039489455,-38.592019682735135,4,9,3
-3.878162039489455,-38.592019682735135,2,8,3
-3.877192203114576,-38.59072262671987,2,8,3
-3.878148730405535,-38.59207207510079,4,8,3
-3.878104366767659,-38.59224671631009,0,9,3
-3.878104366767659,-38.59224671631009,4,10,3
-3.8594376642580577,-38.58327268708722,2,8,3
-3.85861496751827,-38.58123344524542,2,13,3
-3.8596090875965374,-38.58264705849008,3,12,3
-3.863334946418531,-38.58279244537093,2,9,3
-3.859106191497272,-38.5835370463671,2,14,3
-3.858463849899975,-38.58179922408908,2,10,3
-3.858484773901746,-38.58172088548962,2,13,3
-3.799561814901438,-38.56523111464406,6,8,2
-3.806701999399426,-38.56389044291421,5,9,2
-3.806701999399426,-38.56389044291421,5,11,2
-3.806446115868665,-38.563800396488325,4,15,2
-3.798366694397651,-38.565319890497385,4,12,2
-3.798374681371701,-38.56529406854369,4,12,2
-3.807046841514779,-38.56291760865261,3,17,2
-3.798779103447899,-38.56490698840248,1,8,2
-3.8069834712777184,-38.56398949403536,2,12,2
-3.8069834712777184,-38.56398949403536,4,7,2
-3.7996139308021135,-38.56519530087629,0,10,2
-3.825113311377588,-38.59371051287606,1,10,2
-3.825113311377588,-38.59371051287606,1,8,2
-3.823543233880848,-38.59346373548191,2,13,2
-3.722926403786255,-38.474590127076205,1,12,5
-3.722566995276723,-38.473735670824695,4,9,5
-3.722566149515785,-38.47369357179289,3,18,5
-3.722566149515785,-38.47369357179289,6,8,5
-3.722566149515785,-38.47369357179289,3,8,5
-3.791239332642609,-38.47747205565042,5,11,5
-3.798650266626995,-38.59637314943766,0,11,2
-3.757335438393581,-38.594016024659865,3,13,1
-3.748982336657635,-38.50252064379527,4,11,5
-3.775646122709392,-38.57741101549953,4,16,2
-3.7182634128395886,-38.59481841385443,0,10,0
-3.7195956910108015,-38.57213772853866,1,14,0
-3.751393725770122,-38.47592501433339,2,10,5
-3.742987183311677,-38.52743914014143,3,15,5
-3.7357000966166094,-38.585510577178376,1,10,0
-3.7317730099307753,-38.49161088218987,2,8,5
-3.7865119882487535,-38.62703627422702,4,9,1
-3.791964892541512,-38.50038831253055,3,9,5
-3.762414190080567,-38.64681762224417,1,13,1
-3.712246669675161,-38.58058376694866,5,13,0
-3.7783360141598425,-38.497581952518495,6,7,5
-3.79176921423036,-38.584326299517855,1,11,2
-3.6964767416194575,-38.58205844531566,0,15,0
-3.8471717389415776,-38.476194068028086,0,10,4
-3.882361683424208,-38.60845467232296,4,16,3
-3.814526501291084,-38.55984875462827,2,16,2
-3.769908060684684,-38.59764517595198,0,16,1
-3.769908060684684,-38.59764517595198,2,9,1
-3.8097365673489607,-38.5590932013854,0,13,2
-3.706318982509323,-38.58250016781251,0,9,0
-3.706318982509323,-38.58250016781251,1,7,0
-3.886075960240769,-38.6100278674278,0,13,3
-3.724979880839204,-38.58210383346153,3,13,0
-3.718086171476108,-38.564371089841536,4,14,0
-3.729609992596478,-38.64921715333568,4,13,1
-3.698969785165101,-38.58235617613329,4,9,0
-3.797023768505975,-38.55191086983057,2,15,2
-3.836269480105935,-38.52048736717446,6,18,4
-3.72559696892028,-38.49186289056909,1,11,5
-3.754441343079961,-38.56663206053796,0,10,0
-3.754441343079961,-38.56663206053796,5,8,0
-3.796497490694161,-38.54051468988003,4,16,2
-3.8507888051149495,-38.51164757638895,5,8,4
-3.795017688619021,-38.58344529222021,4,9,2
-3.8496924473349297,-38.51967828847256,2,22,4
-3.8496924473349297,-38.51967828847256,6,8,4
-3.8496924473349297,-38.51967828847256,0,19,4
-3.7861957269951865,-38.58152682967732,4,8,2
-3.7861957269951865,-38.58152682967732,4,9,2
-3.7861957269951865,-38.58152682967732,1,14,2
-3.7218392788122703,-38.59920973289369,1,18,0
-3.872419602747317,-38.6257795015219,0,8,3
-3.780953615244992,-38.611819037482654,0,11,1
-3.8410971009006,-38.52508189084688,1,13,4
-3.799622814652346,-38.508064995280975,1,18,4
-3.7084365697960178,-38.56553724805243,3,15,0
-3.7084365697960178,-38.56553724805243,2,10,0
-3.7476454951768745,-38.589419643423184,3,12,0
-3.876411136744092,-38.59359537119729,2,9,3
-3.876411136744092,-38.59359537119729,1,8,3
-3.876411136744092,-38.59359537119729,4,6,3
-3.790089472010392,-38.53663180802695,2,16,2
-3.790200984464497,-38.5365762548988,6,15,2
-3.789359461851469,-38.53612737945711,5,14,2
-3.7903611252824407,-38.53592753288508,0,17,2
-3.790111257762765,-38.53584792444965,0,13,2
-3.7100666513715153,-38.46646094742928,1,13,5
-3.8188225778628575,-38.59606479521859,4,16,2
-3.775370350555332,-38.59419211413774,3,11,1
-3.772508795994775,-38.591996985074765,2,7,1
-3.772265019642464,-38.59130702257749,3,13,1
-3.707854814338185,-38.46999269460332,4,23,5
-3.723274308920987,-38.476939068666354,1,8,5
-3.783524721850574,-38.54417540810299,3,13,2
-3.7819350174168966,-38.54425293790464,6,5,2
-3.780467150718741,-38.54407916012202,1,10,2
-3.7917709600363847,-38.53685661528691,4,14,2
-3.7913446013564975,-38.54206547519604,1,14,2
-3.793114681841284,-38.537148795940894,2,10,2
-3.78299219596638,-38.54352175492596,3,15,2
-3.7804908395840906,-38.54401108143334,2,8,2
-3.7804908395840906,-38.54401108143334,4,10,2
-3.783503804823795,-38.54398891008602,0,13,2
-3.709543966388845,-38.46950738482085,1,17,5
-3.8009899245596257,-38.56467771772685,6,12,2
-3.8009899245596257,-38.56467771772685,6,10,2
-3.8009899245596257,-38.56467771772685,6,12,2
-3.8011305340441193,-38.56506064210807,3,10,2
-3.8011305340441193,-38.56506064210807,4,10,2
-3.798674579716163,-38.563701229695184,4,8,2
-3.8009982072469497,-38.56515511948323,2,9,2
-3.801044396844757,-38.56524988515466,1,10,2
-3.800679620293508,-38.56489600886125,4,13,2
-3.801395187596159,-38.56487168726796,1,14,2
-3.798051096405881,-38.56325181808203,1,12,2
-3.8004714597790175,-38.56442947712993,5,10,2
-3.798011216818833,-38.563371490466864,1,9,2
-3.801154565420768,-38.5656671411644,5,12,2
-3.801635785605336,-38.56483456179969,2,9,2
-3.8018598320906447,-38.56516260109282,4,17,2
-3.8007782718131686,-38.56543678047223,0,11,2
-3.817802378117947,-38.58980845560591,0,13,2
-3.817802378117947,-38.58980845560591,6,21,2
-3.817802378117947,-38.58980845560591,4,22,2
-3.772747071541394,-38.59069660483856,2,9,1
-3.710156631214745,-38.46516754210757,1,9,5
-3.710129199975206,-38.46593172750345,2,10,5
-3.89333356255316,-38.61241758168804,1,10,3
-3.8612196989528087,-38.48884438164827,4,7,4
-3.8612196989528087,-38.48884438164827,5,7,4
-3.8612196989528087,-38.48884438164827,3,13,4
-3.8612196989528087,-38.48884438164827,2,8,4
-3.8612196989528087,-38.48884438164827,3,10,4
-3.770976034699656,-38.636151784023006,4,7,1
-3.770976034699656,-38.636151784023006,4,22,1
-3.70994467832495,-38.58817790783691,5,7,0
-3.844906990968087,-38.53086568458342,4,12,4
-3.767171496590813,-38.63786600003107,3,8,1
-3.764031028373982,-38.53720310002572,0,7,5
-3.718109026806722,-38.56442009845222,4,8,0
-3.741808031338282,-38.64543952477711,3,8,1
-3.741808031338282,-38.64543952477711,2,13,1
-3.7281107064830414,-38.58167645714888,4,15,0
-3.734709566422933,-38.57541484889639,1,16,0
-3.734709566422933,-38.57541484889639,5,9,0
-3.753493549284612,-38.5430385530064,0,12,0
-3.753493549284612,-38.5430385530064,1,6,0
-3.83365684788942,-38.563797452332,5,16,2
-3.844863548245493,-38.49797195112989,3,7,4
-3.844863548245493,-38.49797195112989,2,17,4
-3.743546803392576,-38.53378030507469,0,14,5
-3.743546803392576,-38.53378030507469,4,12,5
-3.7439560256950193,-38.49442097449819,6,20,5
-3.72991563456268,-38.51156978218458,3,16,5
-3.72991563456268,-38.51156978218458,1,8,5
-3.836269964189936,-38.5495733843274,0,10,2
-3.730704800422165,-38.54886463986742,0,9,0
-3.7374865043379977,-38.51716838170955,0,7,5
-3.844493435053726,-38.52234477753869,2,13,4
-3.7252174833163822,-38.51483233578464,4,6,5
-3.7367250287042473,-38.52263443433117,5,15,5
-3.775160120504312,-38.485215016440456,4,8,5
-3.8917621072628745,-38.61542027370062,4,10,3
-3.84627273369306,-38.52562644636024,1,7,4
-3.84627273369306,-38.52562644636024,2,9,4
-3.800195885043022,-38.50836127277432,0,9,4
-3.773080428086577,-38.65034196246057,4,15,1
-3.729264456135754,-38.46976728703564,5,8,5
-3.729264456135754,-38.46976728703564,0,11,5
-3.729264456135754,-38.46976728703564,4,18,5
-3.729264456135754,-38.46976728703564,0,8,5
-3.8383568609473353,-38.52521468449531,3,7,4
-3.833820265060455,-38.49184175530756,4,8,4
-3.879399615913505,-38.6027963791885,5,18,3
-3.8361416191751374,-38.52552441069107,3,13,4
-3.783685052026271,-38.54456721231536,5,11,2
-3.782428232488531,-38.544028521141314,0,7,2
-3.782428232488531,-38.544028521141314,3,8,2
-3.780446422956799,-38.54413872897204,4,10,2
-3.780446422956799,-38.54413872897204,3,15,2
-3.780446422956799,-38.54413872897204,3,15,2
-3.782510248306905,-38.543770974695626,3,13,2
-3.81733503043526,-38.59852624394127,3,15,2
-3.7797987468647225,-38.57640232367227,4,13,2
-3.7797987468647225,-38.57640232367227,5,8,2
-3.780177677907716,-38.59314069743001,1,11,2
-3.781868639589381,-38.58189866594645,4,14,2
-3.781989400327354,-38.58146471052263,4,8,2
-3.780855707226228,-38.58286506135479,0,13,2
-3.780855707226228,-38.58286506135479,2,15,2
-3.821538026929532,-38.50163935430378,0,15,4
-3.814317158322112,-38.482463982325,2,13,4
-3.716508772438909,-38.46470214424585,3,7,5
-3.822529920221571,-38.59785304262771,1,8,2
-3.822426113763113,-38.597780802763765,2,16,2
-3.822426113763113,-38.597780802763765,0,17,2
-3.711103860515224,-38.466030707034406,4,13,5
-3.711103860515224,-38.466030707034406,0,13,5
-3.7366665766389486,-38.565035676008485,3,12,0
-3.820898736488286,-38.59589010738707,2,8,2
-3.874757625840872,-38.59381648311429,2,6,3
-3.877543158687809,-38.59424262083962,4,16,3
-3.776089975189852,-38.5940786897407,1,20,1
-3.776089975189852,-38.5940786897407,2,0,1
-3.776169816751176,-38.5938110585469,2,9,1
-3.776520292213198,-38.58601171336132,3,9,2
-3.7782079199958174,-38.59371584499984,3,14,1
-3.7116864955681295,-38.556274913143554,1,7,0
-3.72154321209596,-38.476163002051216,2,9,5
-3.78456596918539,-38.54258122438917,1,11,2
-3.7871106174215297,-38.54270139500306,2,10,2
-3.7871106174215297,-38.54270139500306,1,8,2
-3.78689988614346,-38.543085886014296,2,11,2
-3.781133202088136,-38.544382260104186,4,16,2
-3.781133202088136,-38.544382260104186,0,11,2
-3.7817652864631546,-38.54445094137295,2,12,2
-3.781539470333459,-38.54511646346385,3,14,2
-3.78344507293008,-38.542261182545765,3,17,2
-3.781452739003541,-38.54346310639893,2,9,2
-3.781174623599996,-38.54426311058193,1,8,2
-3.781174623599996,-38.54426311058193,3,9,2
-3.781174623599996,-38.54426311058193,3,8,2
-3.822824434195677,-38.60076221790997,4,15,2
-3.822824434195677,-38.60076221790997,0,9,2
-3.727579510533341,-38.47570422068592,3,8,5
-3.727579510533341,-38.47570422068592,1,14,5
-3.727579510533341,-38.47570422068592,0,6,5
-3.727526152969689,-38.475787835353465,6,17,5
-3.82333845583347,-38.600344300172246,5,17,2
-3.7383460812403904,-38.56061290730576,0,17,0
-3.7383460812403904,-38.56061290730576,2,16,0
-3.7392597453777534,-38.59182681470674,2,13,0
-3.7218554215314814,-38.51691950584448,1,9,5
-3.7630840427748407,-38.51711313263797,3,10,5
-3.818283242264295,-38.590775873081874,4,7,2
-3.7589136026958734,-38.56525670695304,3,20,0
-3.714035032708113,-38.59131060084688,3,10,0
-3.768759037597456,-38.51518487063377,0,9,5
-3.71055763122854,-38.59998112118193,0,9,0
-3.71055763122854,-38.59998112118193,4,14,0
-3.872839235647668,-38.61619571129385,4,9,3
-3.8353378471575024,-38.520274086258645,0,9,4
-3.8353378471575024,-38.520274086258645,3,20,4
-3.8359440830784526,-38.51826167452778,3,12,4
-3.745288182516249,-38.55621659020423,3,8,0
-3.745288182516249,-38.55621659020423,1,8,0
-3.87457302294501,-38.62812525783962,0,7,3
-3.745461316926985,-38.51868275170002,5,6,5
-3.772447377399716,-38.50021162104176,4,11,5
-3.8239619837672434,-38.51108382371284,5,8,4
-3.838692816343979,-38.520655697771375,2,18,4
-3.832211492860915,-38.60470622292569,4,17,3
-3.812137728020988,-38.49507317396117,4,10,4
-3.840649507936509,-38.49027244775598,3,18,4
-3.787371482892056,-38.502228149533394,4,11,5
-3.762924428873825,-38.6125582844029,2,10,1
-3.7304525098711134,-38.57355495518846,2,15,0
-3.733403454515909,-38.5894474138912,3,11,0
-3.845192698286636,-38.52476823404005,4,14,4
-3.732269252889045,-38.57270972258574,6,17,0
-3.820915519098128,-38.59429589763301,2,7,2
-3.8159001505224506,-38.58131270698203,0,16,2
-3.794497679258188,-38.48308285644495,0,10,4
-3.775735414645186,-38.618696749896415,1,16,1
-3.775735414645186,-38.618696749896415,1,15,1
-3.847060872968467,-38.52268131047688,1,8,4
-3.763089116739004,-38.553112450677325,0,8,0
-3.763089116739004,-38.553112450677325,4,8,0
-3.850182582396185,-38.64885009684308,1,10,3
-3.753702750803682,-38.55730552760851,0,9,0
-3.727377421885156,-38.549250651946814,0,15,0
-3.7415203853519055,-38.64117998423463,3,16,1
-3.772357385203135,-38.56199542942818,0,13,2
-3.772357385203135,-38.56199542942818,2,7,2
-3.772357385203135,-38.56199542942818,1,16,2
-3.890566577716681,-38.61468692435421,2,8,3
-3.797593282012328,-38.4914056190301,2,9,4
-3.77553310371529,-38.51670129948995,2,9,5
-3.7731921735214113,-38.62453511855156,0,10,1
-3.708500969653663,-38.5569222205537,2,9,0
-3.776307604332007,-38.57503708910215,3,9,2
-3.776307604332007,-38.57503708910215,4,13,2
-3.7174859237176063,-38.56853108768023,1,8,0
-3.761976683051737,-38.53806264779353,5,8,5
-3.734591076428693,-38.54515177975207,1,9,0
-3.801310936725815,-38.53674117003284,1,14,2
-3.727759108775983,-38.57212314857615,3,9,0
-3.727759108775983,-38.57212314857615,3,9,0
-3.813113519051611,-38.621379982864575,2,9,1
-3.7299188983916864,-38.5943984186373,3,10,0
-3.7299188983916864,-38.5943984186373,3,8,0
-3.734204779537958,-38.57760800105482,3,10,0
-3.734204779537958,-38.57760800105482,2,13,0
-3.733916015160196,-38.59279290233901,5,11,0
-3.72452137721112,-38.559529873269405,1,9,0
-3.724317636924772,-38.58061827897156,0,17,0
-3.727958500533212,-38.66296428634243,3,19,1
-3.7666339308802415,-38.586540401512494,2,16,1
-3.7688887729858966,-38.607681659732926,0,9,1
-3.78421676905877,-38.62727427566769,4,12,1
-3.78421676905877,-38.62727427566769,4,13,1
-3.78421676905877,-38.62727427566769,6,15,1
-3.78421676905877,-38.62727427566769,4,16,1
-3.78421676905877,-38.62727427566769,3,15,1
-3.78421676905877,-38.62727427566769,2,12,1
-3.78421676905877,-38.62727427566769,5,12,1
-3.738412282272202,-38.65013811696067,6,10,1
-3.7285163703684745,-38.5731141106325,4,9,0
-3.795929300450104,-38.54913181365436,3,12,2
-3.784406557804592,-38.596872263688674,5,0,2
-3.8117134687401815,-38.562060480697966,4,11,2
-3.8117134687401815,-38.562060480697966,4,16,2
-3.781250198554386,-38.54629706286001,4,10,2
-3.779868935266622,-38.59463927270679,0,13,1
-3.814124300626895,-38.55999765105499,3,9,2
-3.702426675917172,-38.5806460634752,0,16,0
-3.734266278312477,-38.515285773759295,4,14,5
-3.718845767860254,-38.59576794636977,3,13,0
-3.718030924346671,-38.60244997736386,2,15,0
-3.718030924346671,-38.60244997736386,2,16,0
-3.7289165322946336,-38.551816920298485,1,14,0
-3.7364378559549967,-38.59975362286698,4,9,0
-3.7529845391383967,-38.56745421896136,6,9,0
-3.7529845391383967,-38.56745421896136,5,8,0
-3.735654796719103,-38.578394137222176,0,16,0
-3.8260816643005455,-38.49191278215893,3,7,4
-3.7905434738862014,-38.58513994820209,4,15,2
-3.7830388508254806,-38.558856241945065,1,18,2
-3.7830388508254806,-38.558856241945065,1,17,2
-3.7692061808802166,-38.512418808870976,5,11,5
-3.7692061808802166,-38.512418808870976,5,15,5
-3.7692061808802166,-38.512418808870976,1,8,5
-3.829690342074175,-38.52152397615575,4,16,4
-3.7844149201922623,-38.45749607577273,5,15,5
-3.7844149201922623,-38.45749607577273,0,8,5
-3.761190607938855,-38.63293231117765,5,9,1
-3.819399074140552,-38.57893237478595,0,8,2
-3.744518636775181,-38.55567972333332,2,12,0
-3.744518636775181,-38.55567972333332,2,13,0
-3.791098831064832,-38.500903504386365,2,9,5
-3.721421644579336,-38.59857463025528,3,10,0
-3.8467488676925385,-38.46963219173233,3,14,4
-3.8120821268292793,-38.557118638389575,5,6,2
-3.727090401479724,-38.46792393994234,2,8,5
-3.727090401479724,-38.46792393994234,2,15,5
-3.842722129840068,-38.47307240167354,2,18,4
-3.705183342082252,-38.56846990151018,3,11,0
-3.747412875580509,-38.59698452607482,1,17,0
-3.874745968641177,-38.61012178236916,3,18,3
-3.766166907619068,-38.6059584059265,0,15,1
-3.767430892432436,-38.606759280487616,4,10,1
-3.743391755306525,-38.60845614686163,5,10,1
-3.769224116956095,-38.471966110214765,2,8,5
-3.769224116956095,-38.471966110214765,4,7,5
-3.782191342674246,-38.509339308658845,5,22,5
-3.812560685338036,-38.54035455924039,2,22,2
-3.798738395997773,-38.53835441672013,2,14,2
-3.799836523356062,-38.53912902977708,5,6,2
-3.799836523356062,-38.53912902977708,3,17,2
-3.799836523356062,-38.53912902977708,4,10,2
-3.817685901934526,-38.57349635006387,3,9,2
-3.818857293864109,-38.57140631933216,3,8,2
-3.74448875556794,-38.5556594056134,2,7,0
-3.743764134365892,-38.58616113102156,3,11,0
-3.769689175672515,-38.59699547313086,5,10,1
-3.784473781810647,-38.56903262445287,4,14,2
-3.787131334876899,-38.57277770559383,4,9,2
-3.771798844102436,-38.62821444448157,4,12,1
-3.7457547302033913,-38.59313122722656,1,11,0
-3.770993126792938,-38.61729898244744,1,10,1
-3.79466180887841,-38.58084481672913,4,7,2
-3.713468742877709,-38.56449432369316,3,15,0
-3.713468742877709,-38.56449432369316,3,7,0
-3.7121932689049175,-38.55430966436992,0,10,0
-3.783553337515533,-38.60518084390808,0,13,1
-3.776782367657324,-38.51221802544577,2,10,5
-3.729848457490109,-38.5495503950434,4,16,0
-3.717907772548979,-38.57862837641987,1,9,0
-3.8016176412897855,-38.49410601238087,3,8,4
-3.7420279843890434,-38.58904572384968,4,11,0
-3.7420279843890434,-38.58904572384968,0,9,0
-3.830550954034339,-38.48060610254389,0,14,4
-3.732622358955148,-38.53839662102481,3,22,0
-3.7399734179199817,-38.54451053428866,4,8,0
-3.7399734179199817,-38.54451053428866,2,9,0
-3.711116220698217,-38.582810241105136,2,8,0
-3.7669258588255095,-38.50986495003815,3,12,5
-3.7669258588255095,-38.50986495003815,1,8,5
-3.7174982033134905,-38.56849720378976,1,8,0
-3.7582254405597855,-38.54871740072941,0,13,0
-3.7582254405597855,-38.54871740072941,5,13,0
-3.768561487260238,-38.6100273152157,1,9,1
-3.761989551776804,-38.538414891433376,1,14,5
-3.726702930922185,-38.56948475785102,1,8,0
-3.726702930922185,-38.56948475785102,1,11,0
-3.714810562525272,-38.57279705974456,6,11,0
-3.7878119312747263,-38.49481155301908,3,16,5
-3.7292732048554376,-38.48977599611811,0,15,5
-3.778950191285973,-38.62728735202774,0,15,1
-3.7359869697695465,-38.58058689678701,0,10,0
-3.8762806297854286,-38.616298115224176,4,15,3
-3.7430208401266487,-38.55324253946971,6,10,0
-3.7492880307567376,-38.54101829298648,2,10,0
-3.824229294297386,-38.47334899784174,2,15,4
-3.760400846826853,-38.58295329636104,0,11,0
-3.730651266160284,-38.51181558032147,1,9,5
-3.758588302672702,-38.56588500256792,1,16,0
